timestamp,close_shib,volume_shib,close_btc,volume_btc,close_eth,volume_eth
2025-02-25 06:30:00,1.374e-05,21259422624.0,91500.04,106.86547,2490.98,2265.029
2025-02-25 06:35:00,1.377e-05,5418592523.0,91499.51,177.65525,2495.83,1975.4728
2025-02-25 06:40:00,1.377e-05,11020857097.0,91584.83,83.47291,2494.49,1537.2623
2025-02-25 06:45:00,1.378e-05,5894665912.0,91616.12,99.7187,2490.0,1848.1849
2025-02-25 06:50:00,1.375e-05,11641871041.0,91289.8,75.46975,2482.92,2216.9644
2025-02-25 06:55:00,1.37e-05,5137673737.0,91275.99,153.40879,2480.71,2322.165
2025-02-25 07:00:00,1.364e-05,20260647860.0,91270.01,170.78676,2467.9,5697.2956
2025-02-25 07:05:00,1.355e-05,88353037763.0,90938.05,571.77198,2435.49,21740.039
2025-02-25 07:10:00,1.352e-05,110824373164.0,90383.97,1328.73712,2425.3,19323.038
2025-02-25 07:15:00,1.361e-05,33306566838.0,90395.5,512.95694,2431.77,11099.6146
2025-02-25 07:20:00,1.337e-05,71855354912.0,89670.0,1080.04558,2389.07,34108.9808
2025-02-25 07:25:00,1.326e-05,315357301120.0,89405.59,1898.90059,2366.16,66467.4562
2025-02-25 07:30:00,1.312e-05,82252976304.0,89000.0,629.01821,2339.52,28439.5054
2025-02-25 07:35:00,1.326e-05,181171216816.0,88992.01,1644.80488,2370.19,35266.23
2025-02-25 07:40:00,1.33e-05,59929738717.0,89094.01,1079.2182,2368.71,21509.2513
2025-02-25 07:45:00,1.339e-05,34798660304.0,89154.41,557.38394,2381.11,16699.412
2025-02-25 07:50:00,1.343e-05,22488873593.0,89495.98,522.39847,2383.92,19336.4026
2025-02-25 07:55:00,1.336e-05,23843888527.0,89320.01,390.98847,2368.11,9838.6064
2025-02-25 08:00:00,1.347e-05,37944239349.0,89794.0,663.28516,2387.56,10855.211
2025-02-25 08:05:00,1.352e-05,23389965644.0,89910.69,610.69574,2388.79,12683.7445
2025-02-25 08:10:00,1.352e-05,17383607802.0,89841.17,241.86705,2388.79,5697.9868
2025-02-25 08:15:00,1.358e-05,10015275384.0,89951.74,431.01535,2409.15,7342.6028
2025-02-25 08:20:00,1.355e-05,13941020118.0,89722.0,190.35486,2402.41,7995.6558
2025-02-25 08:25:00,1.356e-05,6458222003.0,89659.24,363.90848,2403.0,4819.649
2025-02-25 08:30:00,1.364e-05,72373446081.0,89890.0,332.94307,2410.71,5893.5836
2025-02-25 08:35:00,1.366e-05,9490729476.0,89847.5,221.90915,2412.77,4643.2279
2025-02-25 08:40:00,1.367e-05,13849212285.0,89676.0,244.59816,2412.49,4705.4898
2025-02-25 08:45:00,1.366e-05,12474465630.0,89569.91,256.05544,2404.1,4834.0247
2025-02-25 08:50:00,1.367e-05,13240066117.0,89508.01,284.05692,2402.79,4508.5757
2025-02-25 08:55:00,1.361e-05,13149056601.0,89400.53,150.26913,2396.99,5182.1461
2025-02-25 09:00:00,1.37e-05,12206539273.0,89573.94,186.88375,2406.55,3418.3325
2025-02-25 09:05:00,1.367e-05,7718366801.0,89431.15,159.66788,2402.1,3795.6502
2025-02-25 09:10:00,1.363e-05,4431430854.0,89347.57,249.71493,2398.0,5428.1397
2025-02-25 09:15:00,1.349e-05,27893181719.0,89140.02,257.81048,2395.1,3605.4956
2025-02-25 09:20:00,1.34e-05,44823196943.0,89043.78,449.52126,2392.09,6333.2173
2025-02-25 09:25:00,1.336e-05,17159558091.0,88650.0,268.66901,2383.68,4930.9241
2025-02-25 09:30:00,1.334e-05,59242534488.0,88880.0,293.51989,2391.8,3809.5316
2025-02-25 09:35:00,1.339e-05,54431941187.0,89013.27,192.74174,2395.8,2344.8234
2025-02-25 09:40:00,1.339e-05,19974207339.0,88969.18,123.91279,2392.81,2542.9188
2025-02-25 09:45:00,1.346e-05,18773533053.0,88875.95,217.36881,2396.2,3018.7722
2025-02-25 09:50:00,1.337e-05,18456542260.0,88629.98,370.75936,2384.9,4706.7796
2025-02-25 09:55:00,1.339e-05,21948172857.0,88303.73,396.79362,2383.54,5368.2866
2025-02-25 10:00:00,1.347e-05,32814307957.0,88755.94,1245.42695,2404.68,9257.6443
2025-02-25 10:05:00,1.341e-05,27703738472.0,88474.0,376.15181,2391.51,4137.5102
2025-02-25 10:10:00,1.331e-05,23021886911.0,87746.64,612.8137,2376.31,5448.2569
2025-02-25 10:15:00,1.327e-05,20871800078.0,87944.02,479.36684,2376.29,4953.1795
2025-02-25 10:20:00,1.326e-05,65783225596.0,87198.36,1367.15443,2368.49,10711.9296
2025-02-25 10:25:00,1.339e-05,41691930367.0,87782.01,649.54932,2385.61,8343.2059
2025-02-25 10:30:00,1.355e-05,41869027602.0,88264.68,722.48946,2405.88,12696.226
2025-02-25 10:35:00,1.363e-05,48617557597.0,88312.1,300.43762,2408.22,5433.5924
2025-02-25 10:40:00,1.362e-05,62357645410.0,88020.01,235.70277,2400.79,3694.0132
2025-02-25 10:45:00,1.353e-05,23947176203.0,87908.97,255.906,2395.4,5055.6846
2025-02-25 10:50:00,1.357e-05,10862092366.0,88078.0,208.17548,2398.7,3408.228
2025-02-25 10:55:00,1.352e-05,5548649022.0,88213.77,267.24451,2394.99,2759.5347
2025-02-25 11:00:00,1.346e-05,23991094474.0,87984.0,263.10694,2387.61,4028.7902
2025-02-25 11:05:00,1.347e-05,15751339094.0,88193.01,313.01748,2382.89,3553.6286
2025-02-25 11:10:00,1.345e-05,10928152213.0,88158.02,231.87153,2381.71,5869.3902
2025-02-25 11:15:00,1.339e-05,7178983225.0,87967.2,246.75499,2378.14,3205.9199
2025-02-25 11:20:00,1.335e-05,25042166237.0,87854.02,338.48716,2372.01,4089.8108
2025-02-25 11:25:00,1.338e-05,7017932490.0,87738.02,284.06154,2378.21,4214.8064
2025-02-25 11:30:00,1.342e-05,12497028400.0,87960.02,240.87881,2381.81,3428.6218
2025-02-25 11:35:00,1.356e-05,8283391185.0,88590.41,320.49661,2398.08,3055.3299
2025-02-25 11:40:00,1.358e-05,37324152412.0,88848.86,448.30988,2404.75,4278.7062
2025-02-25 11:45:00,1.37e-05,32615367834.0,89044.9,514.80485,2426.0,8668.3349
2025-02-25 11:50:00,1.374e-05,24559486643.0,89169.54,272.02439,2430.59,3364.7557
2025-02-25 11:55:00,1.376e-05,21770727792.0,89239.39,332.65013,2433.69,3201.9506
2025-02-25 12:00:00,1.371e-05,19077918832.0,89081.45,396.15355,2425.25,3713.9025
2025-02-25 12:05:00,1.385e-05,15907316167.0,89275.84,226.70821,2447.65,4192.6733
2025-02-25 12:10:00,1.383e-05,13618744483.0,89244.03,215.56993,2440.01,3816.807
2025-02-25 12:15:00,1.384e-05,12177865084.0,89252.6,227.67739,2437.0,2642.6368
2025-02-25 12:20:00,1.393e-05,24493511394.0,89496.01,258.02143,2442.32,3855.7507
2025-02-25 12:25:00,1.387e-05,16400711624.0,89301.88,390.80661,2434.9,4173.2524
2025-02-25 12:30:00,1.378e-05,11823195467.0,89117.85,177.18822,2425.59,3324.2891
2025-02-25 12:35:00,1.374e-05,11253910623.0,89000.0,201.96919,2422.26,3327.3413
2025-02-25 12:40:00,1.38e-05,5968084797.0,88994.28,206.61098,2426.3,2356.257
2025-02-25 12:45:00,1.381e-05,33031765832.0,88943.99,134.39071,2422.21,2015.4002
2025-02-25 12:50:00,1.384e-05,6096100032.0,89037.64,115.22403,2425.89,1987.0998
2025-02-25 12:55:00,1.394e-05,12596760771.0,89395.98,196.44512,2437.39,2956.5304
2025-02-25 13:00:00,1.391e-05,15620826769.0,89164.01,181.1478,2428.68,2621.8724
2025-02-25 13:05:00,1.397e-05,16192069357.0,89457.73,111.02175,2437.53,2021.931
2025-02-25 13:10:00,1.393e-05,15337271840.0,89384.0,294.82869,2434.2,2929.2355
2025-02-25 13:15:00,1.391e-05,11452298466.0,89312.99,161.91799,2429.14,1970.3618
2025-02-25 13:20:00,1.387e-05,7684448306.0,89150.95,138.03474,2424.35,1550.1822
2025-02-25 13:25:00,1.383e-05,13652655551.0,89051.49,115.25158,2416.29,6535.2508
2025-02-25 13:30:00,1.389e-05,7688693546.0,89011.75,141.2451,2421.92,2931.6816
2025-02-25 13:35:00,1.383e-05,25317836228.0,88876.89,233.11223,2414.29,2991.6074
2025-02-25 13:40:00,1.385e-05,8337548113.0,89048.05,184.89918,2421.64,2570.8198
2025-02-25 13:45:00,1.386e-05,10328362446.0,88865.42,163.58548,2419.49,2188.6275
2025-02-25 13:50:00,1.39e-05,4364321644.0,88982.61,164.20055,2423.56,1958.8246
2025-02-25 13:55:00,1.382e-05,10963197213.0,88826.11,159.98791,2412.76,2548.5546
2025-02-25 14:00:00,1.382e-05,11529929893.0,88832.0,265.30968,2415.99,1966.1078
2025-02-25 14:05:00,1.379e-05,8596039804.0,88869.09,264.70474,2414.7,1516.4971
2025-02-25 14:10:00,1.386e-05,10372370432.0,89118.92,203.7038,2422.92,1559.91
2025-02-25 14:15:00,1.38e-05,11024469584.0,88998.01,270.97714,2414.82,2734.2876
2025-02-25 14:20:00,1.374e-05,14246287640.0,88616.0,212.67993,2402.64,5579.9011
2025-02-25 14:25:00,1.378e-05,19015278396.0,89165.44,230.48582,2412.7,4182.526
2025-02-25 14:30:00,1.379e-05,25270703795.0,88932.6,635.68838,2414.91,9149.6308
2025-02-25 14:35:00,1.369e-05,31874495544.0,88483.92,443.46297,2399.48,5604.3794
2025-02-25 14:40:00,1.365e-05,32475113153.0,88022.0,615.81498,2390.02,6533.3148
2025-02-25 14:45:00,1.361e-05,29782754285.0,87548.49,773.72336,2381.11,8960.352
2025-02-25 14:50:00,1.356e-05,42759836695.0,87472.57,688.66583,2375.11,9203.6667
2025-02-25 14:55:00,1.36e-05,19832393581.0,87157.25,607.81244,2379.02,7094.606
2025-02-25 15:00:00,1.358e-05,95344294742.0,86944.22,1638.83571,2379.32,14882.8455
2025-02-25 15:05:00,1.359e-05,50657444803.0,87004.0,734.00617,2383.38,9003.0635
2025-02-25 15:10:00,1.353e-05,77256814976.0,86828.15,562.80942,2374.8,8153.957
2025-02-25 15:15:00,1.353e-05,47230057594.0,86620.88,879.53044,2371.21,8765.844
2025-02-25 15:20:00,1.357e-05,37364834942.0,86735.41,787.89779,2378.68,13003.6858
2025-02-25 15:25:00,1.353e-05,21534136234.0,86620.21,544.72495,2374.7,9703.69
2025-02-25 15:30:00,1.355e-05,34756514089.0,86262.0,606.30506,2381.59,9799.9125
2025-02-25 15:35:00,1.371e-05,87102261485.0,87046.13,646.22434,2400.8,14297.5718
2025-02-25 15:40:00,1.369e-05,40713838167.0,86992.59,397.99869,2398.63,8741.0502
2025-02-25 15:45:00,1.374e-05,16939487362.0,87076.19,505.67367,2402.2,6234.4988
2025-02-25 15:50:00,1.385e-05,37300712230.0,87635.01,463.2656,2421.34,8401.421
2025-02-25 15:55:00,1.378e-05,24095460370.0,87231.26,280.91462,2409.8,3817.7501
2025-02-25 16:00:00,1.375e-05,23111750501.0,86898.99,432.36787,2405.91,4166.4702
2025-02-25 16:05:00,1.373e-05,12123788578.0,86919.83,422.78557,2399.19,3444.7839
